name,danceability,energy,key,loudness,valence,tempo,duration_ms,target
MWAH,0.819,0.677,5,-5.703,0.93,94.975,186817,1
Loop,0.676,0.508,2,-7.515,0.327,106.015,238895,1
With Me,0.657,0.427,0,-6.879,0.24,144.014,201667,1
Monster,0.483,0.747,5,-4.363,0.223,80.117,263979,1
What 2 Do,0.62,0.529,5,-5.333,0.572,94.951,225800,1
For Me,0.751,0.489,8,-5.418,0.468,140.013,230493,1
Fallen in Love (Only With You),0.767,0.445,6,-8.527,0.375,119.923,203263,1
Talk,0.844,0.32,6,-9.532,0.575,125.927,226600,1
Black Out,0.743,0.886,8,-3.503,0.397,109.961,237588,1
Sleeping Habits,0.54,0.408,0,-11.899,0.655,159.813,204589,1
Romance in Seoul,0.657,0.536,4,-7.073,0.184,119.95,230000,1
Hot and Cold (feat. Yun Cheoljong of 10cm),0.549,0.451,1,-10.302,0.621,85.296,200231,1
Ki-dult,0.762,0.277,7,-9.263,0.286,109.689,175792,1
"ñ_—êÙ_ ñãŒêÙç, ñù‚ê__ñãêñÜ“ (Duet With ï£åñ “ñ«Ü) , ñ_—êÙ_ ñãŒêÙç, ñù‚ê__ñãêñÜ“",0.214,0.484,9,-5.44,0.267,81.625,249727,1
ïÜ_ñÈ—ñù… ê_µñ ù Love Equation,0.63,0.684,11,-6.74,0.881,142.952,222546,1
I Don't Love You,0.35,0.347,4,-6.154,0.241,146.661,254925,1
My eyes,0.892,0.443,0,-6.181,0.729,107.984,157001,1
Zig Zag,0.764,0.177,9,-13.596,0.569,115.697,99610,1
Cake Love (PROD. BY The Black Skirts),0.432,0.761,1,-4.126,0.334,138.004,278999,1
HOW WAS YOUR DAY,0.7,0.425,7,-9.52,0.283,95.058,215005,1
ï_—ïéÄ Shame,0.453,0.678,9,-7.291,0.0827,131.936,388463,1
You Wouldn't Even Know,0.574,0.51,7,-7.63,0.125,121.989,299008,1
ñ_Çêç—êç_ ñ_… ñ__ñùÜê_‘ Can I Get Married?,0.894,0.161,4,-14.311,0.818,104.968,222307,1
Sneakers,0.717,0.844,1,-5.363,0.825,110.023,232944,1
Dangerous,0.712,0.625,7,-8.832,0.718,100.004,223333,1
Night Time Melody,0.768,0.743,0,-6.09,0.692,89.983,224009,1
Reason Why We Have To Break Up,0.489,0.173,3,-9.827,0.625,121.054,202827,1
"Love, Love.",0.597,0.575,10,-3.705,0.516,85.018,210893,1
I Don't Want,0.598,0.515,5,-4.695,0.377,117.762,224779,1
All in Vain,0.616,0.387,9,-6.079,0.47,81.856,236960,1
êà—êç— Return Home,0.766,0.602,0,-8.388,0.378,100.042,319360,1
ïŒ_ Water,0.792,0.15,1,-15.644,0.33,83.625,293458,1
Summer Night You and I,0.709,0.29,4,-11.092,0.584,90.046,206013,1
Let You Go,0.679,0.126,11,-10.562,0.114,129.75,257187,1
Sooni (I'm your fanatic girl),0.581,0.312,5,-8.984,0.506,181.893,247497,1
Run,0.652,0.512,5,-7.062,0.284,104.98,177090,1
Petals on The Wind (Remake Version),0.73,0.418,2,-6.735,0.401,139.888,205333,1
Morning Call - Remix Version,0.719,0.478,2,-9.58,0.354,77.996,227827,1
Rub off,0.524,0.392,10,-8.938,0.296,145.88,193406,1
Don't You Cry For Me,0.41,0.648,7,-4.469,0.342,60.391,256333,1
Waves - Acoustic,0.483,0.199,2,-11.37,0.162,78.103,248176,1
Runner,0.59,0.568,7,-8.332,0.731,153.113,162084,1
No Role Modelz,0.696,0.521,10,-8.465,0.471,100,292987,1
Wet Dreamz,0.504,0.705,6,-8.205,0.564,175.483,239320,1
Neighbors,0.894,0.284,11,-13.002,0.413,138.944,216520,1
Deja Vu,0.653,0.409,9,-11.446,0.181,174.324,264747,1
G.O.M.D.,0.889,0.393,4,-10.821,0.31,128.065,301133,1
Litty (feat. Tory Lanez),0.592,0.701,10,-4.014,0.299,129.501,280615,1
All Eyes On You (feat. Chris Brown & Nicki Minaj),0.589,0.658,11,-5.288,0.254,77.521,223973,1
Froze (feat. Lil Uzi Vert & Nicki Minaj),0.7,0.693,2,-6.553,0.513,133.981,210472,1
Ima Boss - feat. Rick Ross,0.37,0.87,5,-2.09,0.334,79.092,250240,1
Apple of My Eye,0.523,0.783,6,-3.755,0.312,117.264,291280,1
Santorini Greece,0.434,0.785,4,-4.169,0.393,106.926,332600,1
Idols Become Rivals,0.481,0.716,10,-5.996,0.399,78.829,341680,1
Trap Trap Trap,0.729,0.838,8,-4.476,0.35,136.869,275720,1
Dead Presidents,0.662,0.808,9,-3.06,0.448,76.493,267720,1
She On My Dick,0.541,0.609,1,-3.715,0.298,158.314,225427,1
I Think She Like Me,0.629,0.7,2,-6.212,0.159,85.814,242373,1
Powers That Be,0.501,0.775,7,-6.248,0.615,85.929,269720,1
Game Ain't Based On Sympathy,0.54,0.82,5,-3.824,0.516,78.063,224707,1
Humble,0.801,0.642,9,-5.926,0.703,126.013,160000,1
My Friend,0.707,0.929,8,-4.199,0.403,123.004,201707,1
White Label (Is This Love),0.696,0.795,8,-4.892,0.16,126.186,192000,1
Home,0.562,0.885,8,-3.096,0.679,145.06,228414,1
Front to Back,0.47,0.863,6,-6.52,0.335,170.137,251350,1
Best Thing About,0.726,0.929,0,-7.146,0.706,123.036,335609,1
Flashwind - Radio Edit,0.984,0.941,9,-4.56,0.331,122.003,188852,1
Fuego,0.72,0.643,9,-7.691,0.323,122.012,188852,1
Rose Horizon,0.473,0.885,5,-3.42,0.278,149.698,169756,1
dance alot,0.466,0.943,6,-3.545,0.598,113.457,16588,1
Save You,0.614,0.792,5,-3.528,0.554,154.823,179613,1
I Want You,0.775,0.883,11,-5.83,0.682,125.006,248007,1
Polaris,0.67,0.792,7,-8.211,0.0348,128.018,585000,1
Midnight Sun,0.549,0.816,10,-5.044,0.523,109.774,185726,1
One Life Short,0.715,0.964,0,-4.71,0.307,128.059,183752,1
On Our Own (feat. Natalie Major),0.466,0.849,9,-3.85,0.353,183.76,224212,1
The Wall,0.503,0.989,6,-0.787,0.615,174.012,249655,1
All I Know,0.718,0.944,1,-5.041,0.328,125.004,148801,1
Freesol (feat. Skyler Stonestreet),0.443,0.727,0,-5.171,0.423,74.827,210884,1
Mantra - Mat Zo Remix,0.396,0.821,8,-3.826,0.122,171.927,265543,1
Good Life,0.597,0.832,11,-5.48,0.479,162.03,192041,1
Twinbow,0.675,0.929,9,-2.578,0.428,140.006,166286,1
Limitless (feat. Sophie Rose),0.559,0.854,11,-3.923,0.474,156.008,210968,1
Move On Me,0.714,0.851,6,-3.387,0.692,128.004,176250,1
Wildcard,0.531,0.769,10,-2.881,0.454,77.351,195252,1
Find You,0.738,0.646,8,-5.384,0.401,125.923,190476,1
Legacy,0.587,0.772,4,-4.439,0.201,127.978,198426,1
Show You Love,0.519,0.829,5,-5.121,0.629,123.659,182720,1
Make U Love Me,0.718,0.89,2,-3.931,0.304,124.943,188160,1
Bassline Riddim,0.871,0.893,5,-3.774,0.639,126.016,184762,1
Light - GOSLO Remix,0.641,0.676,9,-4.461,0.174,119.108,302506,1
Walk Away,0.677,0.778,6,-5.19,0.335,97.97,185613,1
Touch The Sky,0.633,0.964,2,-3.573,0.111,124.022,155963,1
"Afraid, Unafraid",0.529,0.739,9,-5.356,0.403,149.915,179200,1
Make You Mine,0.738,0.818,2,-3.652,0.53,139.998,202286,1
Riot Call (feat. Nevve),0.303,0.879,8,-4.748,0.564,80.329,199405,1
Modern Flame (feat. Yuna),0.617,0.524,5,-8.885,0.225,142.046,185089,1
Right Here,0.164,0.878,6,-4.953,0.196,171.908,206897,1
Chicken Soup,0.823,0.815,11,-3.947,0.473,125.989,207293,1
No Sleep,0.597,0.952,9,-3.586,0.206,127.907,209664,1
Help,0.71,0.884,1,-1.258,0.579,149.995,166290,1
Waist Time,0.715,0.989,2,-1.723,0.679,128.054,198750,1
Scared To Be Lonely (Brooks Remix),0.604,0.796,1,-2.416,0.209,127.991,200625,1
Fuck It All Up (feat. JVZEL),0.548,0.811,11,-3.985,0.411,155.08,226172,1
After All,0.546,0.737,5,-3.794,0.188,97.9,174031,1
Something Just Like This - Don Diablo Remix,0.72,0.746,11,-5.567,0.508,124.045,230853,1
The Jam,0.68,0.941,0,-8.093,0.338,124.035,192200,1
Get What You Give,0.626,0.748,1,-5.899,0.217,121.067,219174,1
Joyride,0.723,0.784,2,-5.547,0.382,128.027,211890,1
Open,0.522,0.86,10,-3.773,0.263,128.019,210816,1
I'm the One,0.599,0.667,7,-4.267,0.811,80.984,288877,1
There's Nothing Holdin' Me Back - NOTD Remix,0.719,0.657,11,-4.588,0.694,122.02,194320,1
Bon App’©tit - MUNA Remix,0.615,0.638,1,-5.341,0.41,106.002,201387,1
Hard Times,0.695,0.818,5,-5.379,0.923,119.965,182693,1
Kiwi,0.375,0.93,2,-2.631,0.5,147.124,176387,1
Issues - Alan Walker Remix,0.766,0.771,8,-4.358,0.655,113.946,181000,1
Young,0.615,0.564,9,-6.384,0.443,103.006,224773,1
That's What I Like - Alan Walker Remix,0.692,0.896,1,-4.017,0.809,134.056,195889,1
No More Sad Songs (feat. Machine Gun Kelly),0.709,0.782,7,-3.526,0.706,102.032,225253,1
Carolina,0.624,0.673,4,-4.017,0.458,121.986,189613,1
High Without Your Love,0.867,0.487,5,-5.872,0.777,101.959,191240,1
Feel Good,0.62,0.713,2,-4.753,0.465,137.957,248156,1
1-800-273-8255,0.629,0.572,5,-7.733,0.38,100.015,250173,1
Middle Of The Night,0.61,0.747,11,-4.25,0.443,129.976,176111,1
Tuesday (feat. Danelle Sandoval),0.841,0.639,9,-6.052,0.673,99.002,241875,1
Hunter,0.509,0.712,7,-5.747,0.648,99.831,183229,1
XO TOUR Llif3,0.722,0.614,11,-7.549,0.504,154.903,182728,1
Kissing Strangers,0.776,0.741,7,-5.804,0.845,120.079,202480,1
Ciao Adios,0.698,0.882,4,-3.078,0.462,106.083,200105,1
Overwhelming,0.732,0.629,0,-4.64,0.685,91.7,172751,1
Go For Broke (feat. James Arthur),0.592,0.763,1,-3.334,0.647,180.084,210947,1
Human,0.602,0.707,11,-4.097,0.539,75.09,200187,1
Eyes Closed,0.568,0.69,1,-5.034,0.044,130.12,202439,1
History,0.769,0.631,1,-6.769,0.501,100.968,203992,1
Calm Down,0.555,0.645,4,-5.799,0.195,140.911,174467,1
Be There,0.583,0.729,6,-4.525,0.313,144.994,199756,1
Swish Swish,0.836,0.71,5,-5.185,0.531,119.952,242174,1
Confident,0.598,0.748,8,-6.239,0.321,130.057,205746,1
Cool for the Summer,0.585,0.614,10,-5.594,0.273,114.059,214740,1
Old Ways,0.626,0.695,7,-6.528,0.586,154.023,204188,1
For You,0.505,0.705,5,-6.097,0.309,126.021,221050,1
Stone Cold,0.414,0.469,8,-7.583,0.322,139.401,191308,1
Kingdom Come,0.556,0.802,5,-5.089,0.263,176.003,244014,1
Waitin for You,0.587,0.659,7,-6.406,0.411,150.026,192918,1
Wildfire,0.628,0.694,5,-3.909,0.447,130.057,199140,1
I'll Let You Know,0.442,0.124,3,-22.227,0.205,65.003,408600,1
I'll Wait And Pray,0.475,0.0588,5,-17.464,0.229,115.642,206360,1
The Shadow of Your Smile,0.487,0.135,2,-11.211,0.23,105.854,388347,1
"Vid Fr’_s’_ kyrka (At Fr’_s’_ Church) - From Fr’_s’_blomster (Fr’_s’_ Flowers) (arr. J. Ekberg, P.V. Johansson and L. Simonsson)",0.535,0.107,10,-18.989,0.159,102.186,297653,1
Jackie Gets Out,0.349,0.227,6,-12.298,0.15,100.449,176297,1
Romance / Hommage ’_ Milhaud,0.428,0.187,10,-21.001,0.171,108.962,285601,1
Leave Me Here,0.456,0.257,10,-16.877,0.171,104.311,243013,1
Where We Used To Live,0.421,0.0867,0,-18.732,0.0718,95.438,265320,1
Mommy's Shawl,0.34,0.237,8,-14.901,0.0728,162.892,305427,1
For Wee Folks,0.478,0.0757,5,-20.847,0.235,76.952,388040,1
All I See is Us,0.46,0.141,9,-14.994,0.16,168.807,278071,1
Goodbye Pork Pie Hat,0.356,0.0937,8,-16.64,0.259,86.669,342373,1
Ballad for MC,0.385,0.0562,11,-14.812,0.186,116.666,182653,1
Soul in Twilight,0.4,0.144,10,-15.52,0.154,120.329,364627,1
So Lovely,0.296,0.0709,3,-14.832,0.066,95.028,340507,1
The Sweetest Nighlife,0.425,0.136,11,-17.382,0.227,168.527,176272,1
I Got It Bad,0.479,0.146,7,-14.319,0.0728,111.643,440133,1
Gramercy Sunset,0.466,0.0753,0,-18.864,0.0877,87.791,255107,1
I'm a Fool to Want You,0.371,0.0295,10,-22.038,0.276,82.313,66762,1
"I Was So Young, and You Were So Beautiful",0.317,0.0302,1,-30.447,0.155,47.859,234373,1
Journey Into Melody - 2007 Digital Remaster,0.505,0.159,7,-11.235,0.205,59.385,294940,1
I'm Glad There Is You,0.55,0.249,5,-15.919,0.296,121.37,484627,1
Blue Ballad,0.47,0.156,2,-17.036,0.0591,118.176,394920,1
The Nearness of You,0.447,0.163,8,-14.835,0.19,74.933,1004627,1
It Never Entered my Mind,0.445,0.223,3,-17.402,0.22,110.821,391707,1
Blue in Green,0.421,0.0161,2,-25.358,0.155,110.926,337733,1
Where or When,0.326,0.0575,4,-16.5,0.311,127.397,168667,1
Count Your Blessings,0.446,0.242,8,-14.152,0.176,126.681,492080,1
Good Morning Heartache,0.526,0.17,9,-13.089,0.173,117.414,322133,1
Two Sleepy People,0.445,0.0978,3,-26.924,0.172,117.283,396520,1
Can't Help Loving,0.533,0.148,0,-18.275,0.103,63.637,221733,1
The Nearness Of You,0.383,0.131,7,-17.764,0.0999,98.606,447280,1
When Sunny Gets Blue,0.569,0.117,5,-22.741,0.102,60.483,282320,1
Blue and Sentimental,0.484,0.0291,10,-23.363,0.38,98.434,389893,1
Almas vaggvisa,0.388,0.0354,7,-25.766,0.192,143.514,232046,1
Before It's Time To Say Goodbye,0.364,0.114,1,-16.552,0.0581,117.715,317946,1
Autumn Nocturne,0.539,0.0678,0,-18.039,0.257,124.105,294667,1
Eleanor,0.45,0.0437,10,-29.46,0.0906,63.938,289693,1
Angel Eyes,0.386,0.125,9,-19.892,0.132,78.553,348533,1
Good Morning.Goodbye,0.42,0.105,6,-20.502,0.108,99.873,336373,1
Doubts 2,0.428,0.212,0,-15.442,0.312,98.096,294587,1
The Last Goodbye,0.32,0.156,2,-12.258,0.0623,159.618,325400,1
Where Do You Start,0.411,0.0416,1,-23.23,0.0746,97.96,246067,1
The Man I Love,0.52,0.0748,8,-24.477,0.134,107.327,341667,1
Gary's Theme - Remastered,0.42,0.0802,7,-21.795,0.0513,122.041,257693,1
Trust,0.399,0.307,1,-14.38,0.0621,116.308,325587,1
The Folks Who Live on the Hill,0.428,0.3,0,-8.885,0.221,122.667,240093,1
All The Way,0.423,0.158,0,-15.59,0.19,106.974,335333,1
Emperor Jones - Instrumental,0.336,0.328,7,-15.005,0.198,184.007,314493,1
Isadora,0.257,0.216,8,-16.266,0.19,65.125,376573,1
I Remember Clifford,0.368,0.14,0,-15.005,0.172,61.758,428973,1
Sous le Ciel de Paris,0.323,0.118,5,-22.751,0.0706,79.554,244867,1
You Go To My Head,0.575,0.0935,3,-15.906,0.289,65.23,258040,1
Gloomy Sunday,0.421,0.0967,7,-16.441,0.183,77.401,763467,1
I Didn't Know About You,0.358,0.16,8,-12.658,0.246,179.955,212493,1
I Have Dreamed,0.331,0.0861,5,-21.226,0.152,107.436,507533,1
Fools Rush In,0.633,0.12,5,-20.066,0.473,115.51,149072,1
Dreamsville,0.461,0.0389,0,-20.482,0.121,109.374,477173,1
Old Folks,0.458,0.217,5,-16.582,0.125,107.506,482187,1
I Got It Bad And That Ain't Good,0.448,0.0532,5,-27.35,0.189,99.757,308893,1
My Romance,0.509,0.0461,1,-10.693,0.368,132.709,252947,1
The Peacocks,0.386,0.148,0,-18.921,0.128,94.88,567920,1
A Nightingale Sang In Berkeley Square,0.407,0.106,1,-19.078,0.23,94.231,418000,1
A Hundred Dreams from Now,0.384,0.0544,0,-19.791,0.301,181.262,206040,1
My Little Brown Book,0.514,0.0814,0,-17.149,0.235,64.97,323200,1
Moving On and Getting Over,0.848,0.465,1,-9.029,0.622,94.02,261933,1
Safe,0.736,0.616,4,-8.016,0.89,101.966,185588,1
Second Nature,0.865,0.548,10,-7.379,0.879,109.989,246610,1
The Best Crew,0.677,0.738,6,-6.287,0.561,98.963,236786,1
Hideout,0.784,0.587,9,-6.361,0.85,107.999,266455,1
No Le Digas Que Hacer,0.534,0.582,2,-6.22,0.289,186.346,238265,1
Peas Pudding Hot,0.876,0.301,0,-7.866,0.932,69.009,51547,1
Biscuits in the Oven,0.718,0.315,6,-13.869,0.592,96.981,144733,1
Jelly Beans,0.498,0.721,4,-6.695,0.673,93.31,106680,1
My Favorite Snack,0.89,0.891,2,-5.542,0.947,119.993,129187,1
Curse of the Spinach,0.603,0.355,0,-9.624,0.441,111.405,100693,1
Mosquito Burrito,0.567,0.436,2,-9.45,0.598,97.206,160133,1
C'mon Let's Make A Pizza,0.554,0.844,9,-7.763,0.935,159.119,191947,1
Jelly On A Plate,0.873,0.511,2,-12.303,0.972,127.93,127227,1
Little Green Apple,0.941,0.256,1,-11.478,0.545,110.082,47547,1
Always Chew Your Food,0.802,0.288,7,-11.372,0.722,119.882,156373,1
"Icy, Creamy Ice Cream",0.693,0.578,0,-11.129,0.851,78.158,87705,1
"Lyric Pieces, Book I Op. 12: I. Arietta",0.471,0.0148,3,-33.097,0.183,102.271,82293,1
"String Quartet No. 4 in C Major, D. 46: II. Andante con moto",0.277,0.0156,7,-24.801,0.0855,117.119,295747,1
"8 Fantasiest’_cke, Op.12 : 1. Des Abends",0.333,0.0288,1,-31.367,0.0857,100.189,221173,1
"String Quartet No. 5 in C Major, Op. 29, ""Serenade"": II. Ballata: Allegretto scherzando",0.338,0.0539,9,-21.863,0.205,103.861,455307,1
"Piano Quartet in E flat, Op.47: 3. Andante cantabile",0.156,0.023,10,-31.082,0.0588,140.715,458000,1
"Piano Sonata No. 18 in G Major, Op. 78, D. 894: IV. Allegretto",0.294,0.142,7,-20.374,0.199,94.296,621280,1
"Trio Sonata in G Major, Wq. 144: I. Adagio",0.152,0.0626,5,-20.947,0.0484,137.174,275653,1
"Trio No. 2 en Mi Mineur, Op. 92: III. Andante con moto",0.236,0.0632,10,-21.189,0.0559,133.959,260000,1
"String Quintet in C Major, Op. 29: II. Adagio molto espressivo",0.173,0.0619,5,-20.788,0.0886,72.695,649415,1
Viola Sonata in C Minor: III. Andante con variazioni,0.295,0.0918,0,-22.769,0.119,98.939,784013,1
Magic City,0.757,0.867,0,-2.529,0.518,125.962,175238,1
Livin' 4 Ya,0.514,0.862,0,-6.329,0.487,126.112,184762,1
Last Chance,0.412,0.83,3,-4.976,0.239,127.894,257846,1
Nite Time - Ruby & Tony Radio Edit,0.654,0.728,6,-8.477,0.281,130.006,236308,1
Satellites,0.638,0.828,7,-4.53,0.102,122.037,196132,1
Can't Take It,0.591,0.881,6,-4.073,0.16,128.076,185171,1
All Aloud,0.624,0.732,4,-6.372,0.292,132.025,187838,1
Close,0.369,0.801,1,-5.302,0.311,128.09,187549,1
Cascade - Original Mix,0.704,0.962,7,-3.095,0.0727,127.997,377153,1
Waiting,0.48,0.878,6,-6.59,0.19,136.006,179893,1
Everytime We Touch,0.707,0.471,9,-7.667,0.354,125.014,220640,1
Milky Way,0.623,0.975,3,-2.632,0.247,125.94,192000,1
You,0.184,0.871,8,-3.245,0.213,127.972,221286,1
La Tromba Risin' (feat. Tasita D'Mour),0.691,0.951,0,-4.989,0.617,126.989,381732,1
Crash 2.0 (Adventure Club vs. DallasK),0.66,0.652,8,-4.747,0.167,127.977,254879,1
Raven,0.569,0.896,1,-3.114,0.113,128.083,190155,1
Icarus - Black Caviar Remix,0.798,0.809,1,-5.898,0.766,120.044,194000,1
Wasted Love (feat. Dougy),0.539,0.936,10,-3.803,0.211,128.015,209531,1
Summer,0.583,0.748,6,-4.798,0.234,142.029,233239,1
Catch Me (feat. Naaz),0.56,0.916,7,-3.328,0.577,144.933,162383,1
Save the World - Radio Mix,0.507,0.665,0,-7.598,0.406,126.879,213338,1
"Wild One Two - feat. David Guetta, Nicky Romero & Sia",0.703,0.684,8,-6.532,0.222,126.027,346930,1
Fire In Your New Shoes (feat. Martina of Dragonette) - Sultan & Ned Shepard Electric Daisy Remix,0.526,0.861,2,-5.871,0.114,128.032,322227,1
Calling (Lose My Mind) - Radio Edit,0.412,0.871,1,-4.893,0.132,125.043,205440,1
Language,0.737,0.614,6,-6.001,0.394,127.987,368476,1
Strobe - Radio Edit,0.649,0.706,8,-7.209,0.0744,128.032,214042,1
Seek Bromance (Avicii Vocal Edit) - Avicii Vocal Edit,0.49,0.811,1,-2.524,0.564,125.965,200992,1
Poison,0.502,0.756,7,-6.118,0.0605,128.125,248447,1
Take Over Control - Radio Edit,0.713,0.81,0,-3.353,0.667,130.006,208620,1
Teenage Crime - Axwell & Henrik B Remode,0.575,0.913,7,-6.081,0.208,128.014,300013,1
Light It Up (feat. Nyla & Fuse ODG) [Remix],0.747,0.877,9,-3.782,0.763,107.991,166138,1
Turn Me Up - ViP Mix,0.719,0.81,8,-4.769,0.483,126.033,251429,1
Together,0.509,0.729,1,-4.773,0.185,127.871,221274,1
Whatcha Need,0.393,0.94,6,-3.894,0.293,129.958,147231,1
Levels - Radio Edit,0.605,0.873,1,-5.938,0.47,126.026,199904,1
Faded,0.589,0.651,6,-5.097,0.161,90.011,212627,1
Move for Me,0.561,0.771,1,-5.533,0.212,128.025,235873,1
Turn up the Speakers - Radio Edit,0.692,0.898,10,-5.276,0.331,127.993,183747,1
Counting Down The Days - Yotto Edit,0.672,0.785,8,-4.473,0.352,122.999,295035,1
Summer Dreams,0.691,0.721,11,-6.206,0.463,117.021,203302,1
Changes - Dirty South Remix,0.841,0.673,9,-7.361,0.197,127.006,485293,1
Heroes (we could be),0.51,0.747,5,-4.124,0.349,125.951,210013,1
Everything,0.516,0.786,4,-5.514,0.182,130.069,174500,1
Lean On (feat. M’… & DJ Snake),0.723,0.809,7,-3.081,0.271,98.007,176561,1
Starlight - Radio Mix,0.568,0.928,10,-3.556,0.57,122.997,196000,1
City Of Dreams - Radio Edit,0.476,0.815,4,-5.073,0.144,127.964,226867,1
Chords Of Life - Original Mix,0.605,0.642,3,-7.002,0.157,125.967,325714,1
Blackout - Madison Mars Radio Mix,0.605,0.884,7,-3.094,0.364,125.989,235000,1
Freak,0.408,0.849,11,-5.284,0.141,174.029,247655,1
Skyscrapers,0.598,0.534,4,-5.666,0.0473,115.005,383495,1
Chemicals - Radio Edit,0.529,0.955,10,-2.59,0.102,125.988,222075,1
Run Wild - Alternative Edit Mix Cut,0.475,0.838,1,-2.948,0.236,127.921,224973,1
Blackout,0.668,0.977,1,-2.673,0.561,128.06,212323,1
Rock The House - Radio Edit,0.69,0.841,4,-5.592,0.533,130.052,230792,1
Sweet Memories,0.624,0.923,9,-5.449,0.39,124.994,157452,1
Borrowed Lives (feat. NVDES),0.719,0.737,2,-5.219,0.356,127.991,313580,1
Concrete Angel (Radio Edit) (feat. Christina Novelli),0.631,0.893,7,-5.123,0.558,130.015,235025,1
Yebisah,0.54,0.933,2,-6.784,0.23,123.988,201290,1
Otherside,0.546,0.772,5,-5.311,0.255,127.942,191250,1
Falling Back - Radio Edit,0.608,0.878,0,-3.631,0.326,128.069,219398,1
Fireflies,0.591,0.649,3,-6.72,0.482,90.002,228347,1
Good Time,0.559,0.882,3,-4.281,0.644,126.064,205933,1
When Can I See You Again?,0.631,0.838,11,-6.817,0.392,127.938,218093,1
Verge,0.55,0.747,2,-6.897,0.185,128.014,213026,1
Vanilla Twilight,0.581,0.526,11,-7.584,0.551,166.151,231707,1
You Make Me Wanna...,0.761,0.639,5,-7.577,0.933,164.088,219120,1
Can't You See,0.715,0.721,8,-5.622,0.814,86.26,277320,1
Lost Without U,0.67,0.348,0,-12.229,0.81,113.306,254147,1
'Till I Collapse,0.572,0.853,1,-3.203,0.0995,171.297,297893,1
$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),0.858,0.697,2,-5.361,0.365,98.012,290836,1
Calm Down,0.537,0.624,11,-8.794,0.4,102.315,127427,1
Remember The Name (feat. Styles Of Beyond),0.688,0.835,8,-4.162,0.879,84.858,230493,1
Mind Tricks,0.578,0.909,7,-3.672,0.518,87.983,233182,1
Help,0.507,0.918,2,-4.684,0.275,92.006,215291,1
Follow You,0.54,0.661,3,-5.534,0.509,90.012,231107,1
Snow Cats,0.231,0.791,4,-4.297,0.404,87.337,200920,1
Paranoia,0.409,0.992,3,-2.803,0.339,149.859,200677,1
Hated,0.458,0.99,8,-3.717,0.462,166.904,211430,1
Shock Me,0.396,0.912,7,-4.026,0.146,125.923,257120,1
The Devil's Bleeding Crown,0.55,0.917,7,-4.575,0.247,109.552,238653,1
Go Down in History,0.505,0.985,5,-4.401,0.267,119.993,219763,1
Serpents,0.351,0.915,1,-4.53,0.457,184.815,165047,1
Black Honey,0.442,0.892,9,-6.431,0.258,151.914,239451,1
Chop Suey!,0.42,0.929,7,-3.899,0.318,127.204,210240,1
Something To Believe In,0.623,0.886,1,-3.044,0.691,92.021,228467,1
She Hates Me,0.585,0.757,4,-5.424,0.615,109.781,216760,1
Don't Threaten Me With A Good Time,0.559,0.895,1,-4.476,0.563,183.825,213093,1
Sex on Fire,0.542,0.905,9,-5.653,0.365,153.398,203347,1
Cold,0.7,0.714,9,-6.295,0.482,99.909,234308,1
It Ain't Me (with Selena Gomez),0.64,0.533,0,-6.596,0.5,99.968,220781,1
Bring Me the Night,0.393,0.505,5,-7.048,0.205,163.938,239451,1
Crush,0.599,0.677,0,-4.722,0.458,81.021,212013,1
Song 2 You,0.591,0.866,2,-2.877,0.496,86.981,218373,1
L.A. Boyz,0.616,0.91,8,-3.316,0.709,150.038,179600,1
Faster than Boyz,0.593,0.814,9,-4.802,0.47,146.919,194893,1
Bad Boys,0.581,0.86,10,-3.459,0.48,122.941,197160,1
"Too Little, Too Late",0.428,0.781,6,-5.032,0.72,82.353,221720,1
Fast Car (feat. Kina Grannis),0.66,0.255,10,-9.79,0.508,103.087,304293,1
In Your Arms,0.672,0.396,2,-9.489,0.464,130.015,184960,1
Valentine,0.862,0.351,9,-11.793,0.504,124.964,150707,1
The One You Say Goodnight To,0.696,0.439,7,-9.438,0.686,135.925,157187,1
Gone,0.631,0.591,11,-7.669,0.459,137.917,253107,1
Strong Enough,0.637,0.507,6,-9.59,0.566,105.932,195167,1
Without Me,0.546,0.522,4,-7.113,0.494,117.299,231240,1
L.A. Story,0.593,0.872,1,-4.525,0.521,91.964,208000,1
Something About the Sunshine,0.688,0.795,5,-6.161,0.773,125.044,186800,1
Like Nobody's Around,0.586,0.896,3,-4.572,0.353,94.954,176360,1
Amazing,0.403,0.883,4,-3.385,0.769,202.013,201720,1
Boyfriend,0.614,0.857,1,-4.171,0.655,164.146,201040,1
Worldwide,0.531,0.771,4,-6.162,0.608,159.973,224333,1
Big Time Rush,0.599,0.888,11,-2.931,0.84,121.05,197587,1
Popular Song,0.644,0.842,8,-4.787,0.852,99.05,200613,1
All About Tonight - featuring Cymphonique Miller,0.543,0.852,1,-3.737,0.689,129.023,183960,1
Count On You,0.638,0.705,2,-4.47,0.292,91.961,209933,1
I Know You Know,0.437,0.802,2,-5.709,0.604,121.387,175587,1
Bring It All to Me,0.695,0.579,0,-5.066,0.731,88.957,218187,1
Too Close,0.85,0.398,7,-9.816,0.717,99.717,258113,1
I'm So Into You,0.841,0.552,7,-10.345,0.596,99.018,278467,1
Don't Let Go (Love),0.618,0.688,5,-5.867,0.561,78.311,291880,1
Candy Rain,0.583,0.681,11,-8.152,0.57,188.256,271093,1
